DEX,TokenA,TokenB,Pool Address,Price Token B in A,Price Token A in B,Pool Size,Slip1%ValueA,Slip1%ValueB,Slip2%ValueA,Slip2%ValueB,Slip3%ValueA,Slip3%ValueB

Uniswap V3,OHM,WETH,0x584eC2562b937C4AC0452184D8d83346382B5D3a,166.7232647725818,0.003279588916278601,741,10000,10000,10000,10000,10000,10000
Uniswap V3,OHM,WETH,0x88051B0eea095007D3bEf21aB287Be961f3d8598,211.54759549590779,0.004695055189526591,3940696,30000,30000,60000,60000,80000,80000
Uniswap V3,OHM,DAI,0x2A4AED78CE95ac63F127C38B11C62FBEAf2939c0,5.9134616279557966e-8,0.0000080946268330081,4,10000,10000,10000,10000,10000,10000
Uniswap V3,OHM,USDC,0x893f503FaC2Ee1e5B78665db23F9c94017Aae97D,0.0831164505957968,11.958399838280801,943099,325000,150000,650000,175000,800000,175000
Uniswap V3,WBTC,WETH,0x6Ab3bba2F41e7eAA262fa5A1A9b3932fA161526F,0.05869260026542944,16.635240114015797,197198,10000,10000,20000,20000,20000,20000
Uniswap V3,DAI,WETH,0xa80964C5bBd1A0E95777094420555fead1A26c1e,2501.5059473250762,0.0003909120072221049,447624,10000,10000,20000,20000,30000,30000
Uniswap V3,USDC,WETH,0x7BeA39867e4169DBe237d55C8242a8f2fcDcc387,2497.292557471188,0.0003922777034149973,2577732,50000,50000,90000,90000,150000,125000
Uniswap V3,MKR,WETH,0x3aFdC5e6DfC0B0a507A8e023c9Dce2CAfC310316,1.24348508203941,0.7881515505643057,21265937,450000,450000,900000,900000,1400000,1400000
Uniswap V3,WBTC,WETH,0xCBCdF9626bC03E24f779434178A73a0B4bad62eD,0.05885367740486064,16.889462396054977,236289607,9700000,,,,,
Uniswap V3,DAI,WETH,0xC2e9F25Be6257c210d7Adf0D4Cd6E3E881ba25f8,2528.5410379867576,0.00039310293553112494,18852076,650000,650000,1300000,1300000,2000000,1900000
Uniswap V3,USDC,WETH,0x8ad599c3A0ff1De082011EFDDc58f1908eb6e6D8,2529.3495473823255,0.00039298623738058807,78605816,2200000,2200000,4400000,4300000,6500000,6200000
Uniswap V3,AAVE,WETH,0x5aB53EE1d50eeF2C1DD3d5402789cd27bB52c1bB,23.95518856227973,0.04147466500245331,1751139,50000,50000,90000,100000,125000,150000
Uniswap V3,SHIB,WETH,0x2F62f2B4c5fcd7570a709DeC05D68EA19c82A9ec,260747333.75164944,3.81095979333796e-9,1415083,60000,70000,100000,150000,150000,175000
Uniswap V3,PEPE,WETH,0x11950d141EcB863F01007AdD7D1A342041227b58,2072390073.363624,4.795815204885924e-10,3599362,175000,175000,300000,325000,400000,475000
Uniswap V3,DYDX,WETH,0xd8de6af55f618a7bc69835d55ddc6582220c36c0,870.2383572588793,0.0011418160781655512,3022514,60000,60000,125000,150000,175000,225000
Uniswap V3,WETH,AURA,0x4be410e2ff6a5f1718ada572afa9e8d26537242b,3.333541901719282e-7,1709.1325640385737,75186,10000,10000,10000,10000,10000,10000
Uniswap V3,MNT,WETH,0xF4c5e0F4590b6679B3030d29A84857F226087FeF,3446.398987216259,0.00028837397335846384,21484446,150000,150000,275000,275000,400000,400000
Uniswap V3,UNI,WETH,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801,371.1575665720332,0.002678033523150406,33121911,550000,575000,1100000,1200000,1700000,1700000
Uniswap V3,WETH,USDT,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0.0003925928042800903,2531.8798341936713,55329878,1900000,1800000,3600000,3600000,5000000,5300000
Uniswap V3,LINK,WETH,0xa6cc3c2531fdaa6ae1a3ca84c2855806728693e8,167.33847653558811,0.005940057681014245,33831681,2300000,2400000,4000000,4800000,5200000,6700000
Uniswap V3,MKR,WETH,0xe8c6c9227491C0a8156A0106A0204d881BB7E531,1.2613513374809184,0.7880255086665339,30474773,625000,650000,1300000,1300000,1900000,2000000
Uniswap V3,WBTC,WETH,0x4585FE77225b41b697C938B018E2Ac67Ac5a20c0,0.05890140751859781,16.960442659739325,75013572,3700000,3700000,7400000,7400000,,
Uniswap V3,DAI,WETH,0x60594a405d53811d3BC4766596EFD80fd545A270,2539.977000105534,0.0003932373589049377,6297267,125000,150000,225000,1400000,350000,1700000
Uniswap V3,USDC,WETH,0x88e6A0c2dDD26FEEb64F039a2c41296FcB3f5640,2540.0398575907143,0.0003932996172291762,138126519,5700000,6000000,,,,
Uniswap V3,WETH,SWETH,0x30ea22c879628514f1494d4bbfef79d21a6b49a2,1.0408207416039836,0.9598165498809045,2611650,1900000,775000,1900000,800000,2000000,800000
Uniswap V3,FRXETH,WETH,0x8a15b2dc9c4f295dcebb0e7887dd25980088fdcb,1.0012183179194492,0.997776680806236,512169,40000,475000,40000,500000,40000,500000
Uniswap V3,wstETH,WETH,0x109830a1aaad605bbf02a9dfa7b0b92ec2fb7daa,0.8664197760960413,1.1530183097864912,34009256,425000,475000,425000,500000,425000,500000
Uniswap V3,rETH,WETH,0xa4e0faa58465a2d369aa21b3e42d43374c6f9613,0.9119044895943664,1.0955041614889824,4366821,825000,3600000,825000,3700000,850000,3700000
